"total_count","id","memb_id","device_desc","fullname","get_time","meter","start_date","end_date","create_dttm"
9484,148492,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-15 22:34:00",865.7,"2025-02-15 22:21:00","2025-02-15 22:34:00","2025-02-16 00:53:08"
9484,148491,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-15 20:56:00",1142.0,"2025-02-15 20:41:00","2025-02-15 20:56:00","2025-02-16 00:53:08"
9484,148490,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-15 04:19:00",1241.2,"2025-02-15 03:58:00","2025-02-15 04:19:00","2025-02-16 00:53:08"
9484,148489,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-14 23:44:00",1180.7,"2025-02-14 23:24:00","2025-02-14 23:44:00","2025-02-16 00:53:08"
9484,148114,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 23:41:00",41.59,"2025-02-13 23:32:00","2025-02-13 23:41:00","2025-02-13 23:44:19"
9484,148113,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-13 23:30:00",690.9,"2025-02-13 23:19:00","2025-02-13 23:30:00","2025-02-13 23:37:30"
9484,148140,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 22:29:00",57.98,"2025-02-13 22:22:00","2025-02-13 22:29:00","2025-02-13 23:59:25"
9484,148145,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 19:43:00",5.92,"2025-02-13 19:43:00","2025-02-13 19:43:00","2025-02-13 23:59:25"
9484,148141,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 18:53:00",24.21,"2025-02-13 18:51:00","2025-02-13 18:53:00","2025-02-13 23:59:25"
9484,148144,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 18:40:00",46.08,"2025-02-13 18:39:00","2025-02-13 18:40:00","2025-02-13 23:59:25"
9484,148143,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 18:17:00",19.35,"2025-02-13 18:17:00","2025-02-13 18:17:00","2025-02-13 23:59:25"
9484,148142,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 18:05:00",40.95,"2025-02-13 17:58:00","2025-02-13 18:05:00","2025-02-13 23:59:25"
9484,148137,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 17:55:00",460.86,"2025-02-13 17:46:00","2025-02-13 17:55:00","2025-02-13 23:59:25"
9484,148139,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 17:28:00",87.19,"2025-02-13 17:27:00","2025-02-13 17:28:00","2025-02-13 23:59:25"
9484,148138,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 17:13:00",808.7,"2025-02-13 17:03:00","2025-02-13 17:13:00","2025-02-13 23:59:25"
9484,147857,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-13 16:44:00",1361.0,"2025-02-13 16:23:00","2025-02-13 16:44:00","2025-02-13 16:51:57"
9484,148135,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 05:17:00",262.27,"2025-02-13 05:14:00","2025-02-13 05:17:00","2025-02-13 23:59:25"
9484,148136,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 05:14:00",679.09,"2025-02-13 05:04:00","2025-02-13 05:14:00","2025-02-13 23:59:25"
9484,148134,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 05:04:00",611.61,"2025-02-13 04:54:00","2025-02-13 05:04:00","2025-02-13 23:59:25"
9484,148130,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 04:33:00",3.32,"2025-02-13 04:32:00","2025-02-13 04:33:00","2025-02-13 23:59:25"
9484,148131,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 04:32:00",875.87,"2025-02-13 04:22:00","2025-02-13 04:32:00","2025-02-13 23:59:25"
9484,148133,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 03:23:00",131.32,"2025-02-13 03:16:00","2025-02-13 03:23:00","2025-02-13 23:59:25"
9484,148129,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 03:16:00",328.4,"2025-02-13 03:06:00","2025-02-13 03:16:00","2025-02-13 23:59:25"
9484,148132,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-13 01:58:00",13.14,"2025-02-13 01:57:00","2025-02-13 01:58:00","2025-02-13 23:59:25"
9484,147394,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-12 16:20:00",1145.1,"2025-02-12 16:04:00","2025-02-12 16:20:00","2025-02-12 16:35:04"
9484,147393,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-12 06:15:00",2897.0,"2025-02-12 05:40:00","2025-02-12 06:15:00","2025-02-12 06:19:13"
9484,147384,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-12 04:10:00",982.8,"2025-02-12 03:53:00","2025-02-12 04:10:00","2025-02-12 04:19:02"
9484,147328,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-11 23:07:00",790.1,"2025-02-11 22:51:00","2025-02-11 23:07:00","2025-02-11 23:17:49"
9484,146099,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-10 16:28:00",1042.0,"2025-02-10 16:15:00","2025-02-10 16:28:00","2025-02-10 16:44:36"
9484,146098,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-10 01:01:00",1270.6,"2025-02-10 00:38:00","2025-02-10 01:01:00","2025-02-10 14:14:28"
9484,146097,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-09 21:31:00",661.0,"2025-02-09 21:20:00","2025-02-09 21:31:00","2025-02-10 14:14:28"
9484,146096,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-09 18:44:00",874.6,"2025-02-09 18:30:00","2025-02-09 18:44:00","2025-02-10 14:14:28"
9484,146054,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-09 02:38:00",1213.1,"2025-02-09 02:19:00","2025-02-09 02:38:00","2025-02-09 02:39:58"
9484,145200,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-06 16:27:00",1134.7,"2025-02-06 16:11:00","2025-02-06 16:27:00","2025-02-06 16:53:38"
9484,145199,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-06 07:27:00",775.0,"2025-02-06 07:11:00","2025-02-06 07:27:00","2025-02-06 07:35:19"
9484,145198,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-06 05:55:00",508.3,"2025-02-06 05:44:00","2025-02-06 05:55:00","2025-02-06 06:12:10"
9484,145197,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-06 04:27:00",481.5,"2025-02-06 04:16:00","2025-02-06 04:27:00","2025-02-06 04:49:06"
9484,145157,"52a62c11-7c4f-4912-91c9-ff5c145328cd",애플워치(Apple Watch),김테스터,"2025-02-05 20:13:00",7.9,"2025-02-05 20:05:00","2025-02-05 20:13:00","2025-02-05 22:35:59"
9484,144942,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-05 16:11:00",1027.9,"2025-02-05 15:57:00","2025-02-05 16:11:00","2025-02-05 16:31:39"
9484,144896,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-05 06:43:00",1135.2,"2025-02-05 06:25:00","2025-02-05 06:43:00","2025-02-05 06:51:23"
9484,144846,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-05 00:39:00",816.0,"2025-02-05 00:26:00","2025-02-05 00:39:00","2025-02-05 00:54:51"
9484,144620,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-04 16:22:00",1099.8,"2025-02-04 16:06:00","2025-02-04 16:22:00","2025-02-04 21:15:42"
9484,144176,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-04 05:18:00",952.3,"2025-02-04 05:05:00","2025-02-04 05:18:00","2025-02-04 05:27:02"
9484,143286,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-03 04:02:00",817.9,"2025-02-03 03:50:00","2025-02-03 04:02:00","2025-02-03 04:17:54"
9484,143188,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-01 06:05:00",1069.7,"2025-02-01 05:46:00","2025-02-01 06:05:00","2025-02-01 06:17:18"
9484,143187,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-02-01 04:18:00",935.0,"2025-02-01 04:05:00","2025-02-01 04:18:00","2025-02-01 04:22:17"
9484,143017,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-01-31 17:22:00",1191.7,"2025-01-31 17:02:00","2025-01-31 17:22:00","2025-01-31 17:34:17"
9484,143016,"52a62c11-7c4f-4912-91c9-ff5c145328cd",갤럭시워치(Galaxy Watch),김테스터,"2025-01-31 02:53:00",1253.9,"2025-01-31 02:35:00","2025-01-31 02:53:00","2025-01-31 03:00:48"
